order_id,order_date,customer_id,customer_name,region,category,product,unit_price,quantity,sales,profit,payment_method
1678,2023-10-16,7243,Customer_7243,South,Home,Bedding,799.29,4,3197.16,696.91,card
1679,2023-01-04,8320,Customer_8320,West,Electronics,Headphones,1045.69,1,1045.69,299.66,bank_transfer
1680,2024-01-01,3946,Customer_3946,East,Furniture,Chair,511.44,2,1022.88,90.66,bank_transfer
1681,2024-08-31,6261,Customer_6261,South,Home,Decor,701.24,1,701.24,188.88,bank_transfer
1682,2023-08-22,1852,Customer_1852,East,Home,Cookware,650.63,3,1951.89,278.91,bank_transfer
1683,2024-11-27,4927,Customer_4927,West,Apparel,Jacket,511.17,1,511.17,38.92,card
1684,2023-07-23,5621,Customer_5621,West,Apparel,Jacket,1817.53,2,3635.06,776.03,card
1685,2023-11-21,4335,Customer_4335,West,Home,Bedding,890.39,3,2671.17,338.24,paypal
1686,2024-02-18,3557,Customer_3557,North,Office Supplies,Stapler,1175.84,1,1175.84,362.71,bank_transfer
1687,2023-10-06,3402,Customer_3402,West,Electronics,Monitor,731.72,1,731.72,41.27,cash
1688,2024-09-18,9446,Customer_9446,North,Furniture,Table,356.69,2,713.38,107.16,bank_transfer
1689,2023-10-03,6728,Customer_6728,Central,Furniture,Cabinet,1267.41,1,1267.41,339.88,bank_transfer
1690,2023-03-26,3948,Customer_3948,Central,Apparel,Shoes,1949.33,1,1949.33,242.18,paypal
1691,2024-02-04,3280,Customer_3280,North,Furniture,Table,333.35,1,333.35,45.17,bank_transfer
1692,2023-06-10,1223,Customer_1223,South,Home,Cookware,618.7,1,618.7,94.06,card
1693,2023-05-22,6184,Customer_6184,East,Electronics,Headphones,1844.63,3,5533.89,1902.67,bank_transfer
1694,2024-11-02,2144,Customer_2144,East,Apparel,Jacket,1465.84,2,2931.68,388.52,bank_transfer
1695,2024-07-03,4444,Customer_4444,Central,Furniture,Chair,546.76,1,546.76,144.93,paypal
1696,2023-01-05,1508,Customer_1508,South,Electronics,Monitor,1982.99,5,9914.95,1381.02,card
1697,2024-09-11,3222,Customer_3222,Central,Furniture,Table,1621.86,1,1621.86,293.25,bank_transfer
1698,2024-05-30,7748,Customer_7748,South,Office Supplies,Stapler,1331.78,1,1331.78,450.79,paypal
1699,2023-11-01,3112,Customer_3112,West,Office Supplies,Stapler,1685.53,2,3371.06,526.49,card
1700,2024-04-27,5974,Customer_5974,East,Office Supplies,Pen,794.62,1,794.62,247.24,paypal
1701,2023-05-31,1800,Customer_1800,West,Office Supplies,Paper,1671.52,1,1671.52,167.92,card
1702,2023-11-05,1262,Customer_1262,East,Furniture,Cabinet,1450.31,1,1450.31,473.57,paypal
1703,2023-06-05,8096,Customer_8096,Central,Office Supplies,Notepad,1099.62,1,1099.62,58.56,bank_transfer
1704,2023-11-11,5230,Customer_5230,West,Office Supplies,Notepad,1819.32,3,5457.96,867.89,bank_transfer
1705,2024-03-31,6812,Customer_6812,Central,Office Supplies,Pen,238.36,3,715.08,95.18,bank_transfer
1706,2024-05-04,7512,Customer_7512,North,Office Supplies,Pen,1766.18,1,1766.18,297.52,cash
1707,2024-02-26,6180,Customer_6180,North,Furniture,Chair,964.96,3,2894.88,427.97,cash
1708,2024-05-15,4849,Customer_4849,Central,Furniture,Table,527.67,1,527.67,87.29,paypal
1709,2024-01-23,1480,Customer_1480,North,Office Supplies,Stapler,364.22,1,364.22,62.56,cash
1710,2023-04-15,2223,Customer_2223,West,Furniture,Cabinet,1504.24,1,1504.24,494.67,cash
1711,2023-07-15,6314,Customer_6314,South,Home,Cookware,302.67,2,605.34,155.9,bank_transfer
1712,2023-04-22,7765,Customer_7765,Central,Apparel,Shoes,1090.51,1,1090.51,304.55,cash
1713,2024-01-30,4677,Customer_4677,South,Home,Bedding,1767.03,1,1767.03,542.88,bank_transfer
1714,2024-12-25,1469,Customer_1469,North,Home,Decor,1539.47,1,1539.47,131.07,card
1715,2023-04-28,2080,Customer_2080,South,Office Supplies,Notepad,1995.77,5,9978.85,2881.79,card
1716,2023-02-05,5353,Customer_5353,South,Office Supplies,Notepad,1099.71,1,1099.71,147.81,card
1717,2024-08-23,7315,Customer_7315,Central,Office Supplies,Paper,534.4,1,534.4,152.82,cash
1718,2023-06-19,1439,Customer_1439,South,Furniture,Desk,465.4,1,465.4,158.32,paypal
1719,2024-03-25,4646,Customer_4646,Central,Office Supplies,Pen,1180.06,1,1180.06,179.41,paypal
1720,2024-11-09,2575,Customer_2575,South,Apparel,T-Shirt,1426.46,2,2852.92,160.88,card
1721,2024-11-02,4804,Customer_4804,West,Apparel,T-Shirt,385.2,2,770.4,114.12,card
1722,2023-06-29,4240,Customer_4240,South,Office Supplies,Stapler,1486.11,2,2972.22,871.76,paypal
1723,2023-03-02,5259,Customer_5259,South,Furniture,Cabinet,884.52,1,884.52,290.45,card
1724,2023-02-12,2465,Customer_2465,East,Furniture,Table,744.18,1,744.18,187.04,bank_transfer
1725,2023-07-05,3397,Customer_3397,East,Furniture,Table,970.65,1,970.65,228.92,bank_transfer
1726,2023-07-29,1959,Customer_1959,Central,Electronics,Headphones,670.87,3,2012.61,368.5,card
1727,2023-05-05,1606,Customer_1606,South,Electronics,Laptop,113.63,1,113.63,13.31,paypal
1728,2024-01-13,8803,Customer_8803,Central,Home,Decor,805.91,2,1611.82,393.63,bank_transfer
1729,2024-09-16,8760,Customer_8760,North,Furniture,Desk,102.3,4,409.2,60.9,bank_transfer
1730,2023-01-18,4034,Customer_4034,West,Furniture,Cabinet,1491.13,2,2982.26,857.42,card
1731,2024-10-23,4890,Customer_4890,Central,Furniture,Cabinet,899.98,4,3599.92,983.68,paypal
1732,2023-07-15,1140,Customer_1140,North,Home,Cookware,304.55,4,1218.2,248.95,cash
1733,2024-10-12,7163,Customer_7163,East,Electronics,Laptop,585.32,2,1170.64,299.35,cash
1734,2023-01-30,7208,Customer_7208,South,Apparel,Jacket,797.4,3,2392.2,291.82,paypal
1735,2023-01-03,2596,Customer_2596,Central,Office Supplies,Stapler,930.06,1,930.06,233.01,bank_transfer
1736,2024-03-05,2220,Customer_2220,East,Furniture,Chair,770.71,2,1541.42,98.86,card
1737,2023-02-22,8592,Customer_8592,East,Furniture,Chair,1878.02,1,1878.02,645.25,paypal
1738,2023-01-20,6578,Customer_6578,West,Furniture,Table,1614.17,2,3228.34,947.41,card
1739,2023-04-07,6943,Customer_6943,Central,Electronics,Laptop,985.54,2,1971.08,545.3,cash
1740,2023-07-22,6616,Customer_6616,Central,Office Supplies,Paper,1011.41,1,1011.41,259.42,paypal
1741,2024-10-29,4505,Customer_4505,South,Home,Decor,1218.11,1,1218.11,266.7,paypal
1742,2024-09-07,3210,Customer_3210,South,Apparel,Jacket,1034.38,1,1034.38,130.07,bank_transfer
1743,2024-04-07,7363,Customer_7363,South,Office Supplies,Paper,1241.05,3,3723.15,1158.54,paypal
1744,2023-07-12,8773,Customer_8773,East,Furniture,Cabinet,1548.1,2,3096.2,385.88,bank_transfer
1745,2024-09-15,3605,Customer_3605,West,Furniture,Table,283.15,2,566.3,118.43,paypal
1746,2023-01-04,6787,Customer_6787,Central,Office Supplies,Pen,118.66,2,237.32,51.53,cash
1747,2024-11-24,9844,Customer_9844,East,Office Supplies,Paper,764.05,1,764.05,131.93,paypal
1748,2024-07-31,2987,Customer_2987,Central,Furniture,Desk,753.97,1,753.97,56.06,cash
1749,2023-06-21,5742,Customer_5742,West,Office Supplies,Pen,1788.37,1,1788.37,516.12,cash
1750,2024-10-10,4394,Customer_4394,West,Apparel,T-Shirt,1106.44,1,1106.44,163.8,bank_transfer
1751,2024-01-21,9909,Customer_9909,South,Furniture,Table,1430.6,1,1430.6,330.05,card
1752,2023-12-08,2870,Customer_2870,East,Home,Cookware,1868.12,3,5604.36,768.8,cash
1753,2024-07-19,5794,Customer_5794,South,Apparel,Jacket,1389.16,2,2778.32,535.85,paypal
1754,2024-08-02,6636,Customer_6636,West,Home,Cookware,1465.69,2,2931.38,879.29,card
1755,2024-12-17,3854,Customer_3854,North,Electronics,Smartphone,95.29,2,190.58,10.23,card
1756,2023-12-20,8774,Customer_8774,South,Office Supplies,Notepad,892.64,2,1785.28,149.13,card
1757,2024-02-17,6425,Customer_6425,West,Electronics,Laptop,1507.3,4,6029.2,1470.14,card
1758,2023-06-25,3780,Customer_3780,Central,Apparel,Jacket,1049.6,1,1049.6,54.36,paypal
1759,2024-10-23,5253,Customer_5253,East,Electronics,Headphones,1268.27,1,1268.27,412.69,card
1760,2023-05-14,9796,Customer_9796,West,Office Supplies,Paper,1309.72,3,3929.16,596.53,cash
1761,2023-08-18,9555,Customer_9555,East,Apparel,Shoes,1428.89,2,2857.78,622.95,card
1762,2024-09-10,4251,Customer_4251,East,Electronics,Monitor,1189.28,5,5946.4,1526.8,bank_transfer
1763,2023-04-17,1688,Customer_1688,Central,Furniture,Table,319.07,1,319.07,97.35,bank_transfer
1764,2023-02-12,2386,Customer_2386,East,Electronics,Smartphone,1706.87,1,1706.87,486.39,bank_transfer
1765,2023-11-22,2846,Customer_2846,South,Electronics,Smartphone,855.78,1,855.78,69.98,paypal
1766,2024-03-29,3833,Customer_3833,North,Furniture,Table,1710.4,3,5131.2,277.82,cash
1767,2023-02-21,8487,Customer_8487,North,Furniture,Table,1209.86,4,4839.44,835.75,paypal
1768,2024-07-02,4703,Customer_4703,East,Office Supplies,Pen,54.51,2,109.02,18.27,bank_transfer
1769,2023-06-06,2512,Customer_2512,East,Electronics,Smartphone,842.52,3,2527.56,688.94,card
1770,2023-11-09,4815,Customer_4815,Central,Apparel,Jacket,1570.36,2,3140.72,502.91,bank_transfer
1771,2024-06-05,6269,Customer_6269,North,Furniture,Desk,1859.86,1,1859.86,605.38,paypal
1772,2024-05-10,2648,Customer_2648,Central,Apparel,T-Shirt,904.6,1,904.6,138.24,cash
1773,2024-12-08,6791,Customer_6791,Central,Office Supplies,Stapler,1330.17,1,1330.17,224.37,bank_transfer
1774,2023-02-26,8888,Customer_8888,South,Apparel,Shoes,182.94,2,365.88,101.83,paypal
1775,2024-10-03,6767,Customer_6767,West,Apparel,T-Shirt,1079.66,1,1079.66,336.15,paypal
1776,2023-11-11,8448,Customer_8448,South,Home,Decor,1148.68,1,1148.68,127.08,cash
1777,2024-10-28,7943,Customer_7943,Central,Furniture,Chair,107.21,1,107.21,21.37,cash
1778,2023-12-12,9211,Customer_9211,Central,Apparel,Jacket,1285.11,1,1285.11,315.46,cash
1779,2024-09-05,4437,Customer_4437,East,Office Supplies,Notepad,1552.88,1,1552.88,483.37,bank_transfer
1780,2024-05-16,3796,Customer_3796,Central,Office Supplies,Pen,697.71,1,697.71,103.71,bank_transfer
1781,2024-10-25,1370,Customer_1370,East,Apparel,Shoes,1322.43,1,1322.43,212.6,bank_transfer
1782,2023-08-07,3611,Customer_3611,East,Electronics,Headphones,525.86,1,525.86,81.19,card
1783,2023-09-09,9006,Customer_9006,Central,Home,Decor,352.67,2,705.34,138.84,paypal
1784,2023-02-16,7149,Customer_7149,South,Apparel,T-Shirt,260.26,1,260.26,25.34,paypal
1785,2023-03-29,3857,Customer_3857,East,Furniture,Desk,478.32,3,1434.96,468.93,cash
1786,2023-12-19,3670,Customer_3670,Central,Home,Decor,1573.77,1,1573.77,428.31,bank_transfer
1787,2023-05-26,6449,Customer_6449,North,Apparel,T-Shirt,1769.8,1,1769.8,306.81,bank_transfer
1788,2023-02-25,3185,Customer_3185,North,Apparel,Shoes,1067.05,1,1067.05,209.67,card
1789,2023-05-30,3503,Customer_3503,South,Office Supplies,Paper,345.3,1,345.3,47.94,bank_transfer
1790,2023-07-21,6598,Customer_6598,East,Apparel,Jacket,146.66,1,146.66,27.96,card
1791,2024-11-03,5294,Customer_5294,South,Apparel,T-Shirt,1339.8,1,1339.8,74.5,bank_transfer
1792,2024-08-06,3149,Customer_3149,East,Electronics,Headphones,64.17,1,64.17,19.0,cash
1793,2023-09-19,7179,Customer_7179,South,Electronics,Smartphone,390.11,1,390.11,129.1,card
1794,2024-11-14,6913,Customer_6913,South,Office Supplies,Stapler,775.78,1,775.78,107.29,card
1795,2023-09-28,8919,Customer_8919,North,Furniture,Cabinet,1044.68,1,1044.68,73.27,paypal
1796,2024-08-12,5942,Customer_5942,East,Office Supplies,Pen,1469.69,4,5878.76,920.13,cash
1797,2023-02-28,1216,Customer_1216,West,Electronics,Smartphone,1370.21,1,1370.21,109.12,paypal
1798,2023-11-25,9364,Customer_9364,South,Electronics,Monitor,661.94,5,3309.7,885.57,card
1799,2023-12-26,8959,Customer_8959,South,Furniture,Chair,807.47,1,807.47,235.23,cash
1800,2023-10-30,1159,Customer_1159,North,Home,Cookware,1414.12,1,1414.12,250.34,bank_transfer
1801,2024-11-23,4119,Customer_4119,West,Home,Decor,981.17,1,981.17,138.09,cash
1802,2023-06-20,1567,Customer_1567,East,Apparel,T-Shirt,93.72,1,93.72,18.8,cash
1803,2023-11-13,9707,Customer_9707,Central,Home,Cookware,1576.28,1,1576.28,463.61,bank_transfer
1804,2024-08-01,7151,Customer_7151,South,Apparel,T-Shirt,414.54,1,414.54,98.64,card
1805,2023-01-05,5644,Customer_5644,South,Electronics,Laptop,169.78,1,169.78,21.77,paypal
1806,2023-06-04,1899,Customer_1899,South,Office Supplies,Paper,1170.15,5,5850.75,1865.56,bank_transfer
1807,2023-01-27,6491,Customer_6491,North,Office Supplies,Notepad,565.09,1,565.09,57.96,bank_transfer
1808,2023-10-26,6262,Customer_6262,South,Furniture,Table,169.25,1,169.25,30.73,bank_transfer
1809,2024-10-08,6906,Customer_6906,East,Electronics,Smartphone,577.25,3,1731.75,126.22,card
1810,2024-08-13,9996,Customer_9996,East,Electronics,Monitor,1787.63,3,5362.89,1845.91,paypal
1811,2023-10-08,9085,Customer_9085,Central,Furniture,Table,1460.5,4,5842.0,921.02,bank_transfer
1812,2024-11-03,8662,Customer_8662,North,Furniture,Table,138.18,1,138.18,40.3,cash
1813,2024-06-24,7106,Customer_7106,East,Home,Decor,638.67,1,638.67,190.49,paypal
1814,2023-04-09,1591,Customer_1591,Central,Furniture,Cabinet,1287.86,2,2575.72,401.56,card
1815,2024-07-30,4482,Customer_4482,South,Electronics,Headphones,1804.09,1,1804.09,192.78,bank_transfer
1816,2023-05-16,1708,Customer_1708,North,Home,Bedding,1427.6,3,4282.8,1283.82,paypal
1817,2023-04-02,5322,Customer_5322,South,Furniture,Chair,768.25,1,768.25,104.72,bank_transfer
1818,2024-06-11,8745,Customer_8745,Central,Home,Bedding,693.46,1,693.46,212.11,bank_transfer
1819,2023-08-31,4433,Customer_4433,South,Office Supplies,Paper,1500.64,1,1500.64,517.37,bank_transfer
1820,2024-12-21,9949,Customer_9949,North,Office Supplies,Pen,1237.02,2,2474.04,267.82,paypal
1821,2024-06-17,3665,Customer_3665,West,Furniture,Cabinet,315.46,1,315.46,75.32,card
1822,2024-09-25,9453,Customer_9453,West,Apparel,T-Shirt,9.65,1,9.65,1.59,bank_transfer
1823,2023-12-02,4253,Customer_4253,East,Apparel,Shoes,1518.4,3,4555.2,711.01,bank_transfer
1824,2024-09-03,1996,Customer_1996,South,Electronics,Monitor,311.59,2,623.18,95.75,card
1825,2023-02-13,1220,Customer_1220,Central,Office Supplies,Pen,874.51,4,3498.04,903.07,card
1826,2024-06-25,8645,Customer_8645,Central,Office Supplies,Stapler,734.85,2,1469.7,460.5,card
1827,2023-02-13,1736,Customer_1736,Central,Home,Cookware,1639.17,1,1639.17,545.83,cash
1828,2024-03-11,5716,Customer_5716,South,Office Supplies,Pen,397.71,4,1590.84,181.82,card
1829,2023-04-25,7317,Customer_7317,Central,Furniture,Chair,1280.26,1,1280.26,105.91,cash
1830,2023-01-13,3593,Customer_3593,South,Apparel,Jacket,530.37,3,1591.11,98.96,card
1831,2023-10-30,8939,Customer_8939,South,Office Supplies,Stapler,1975.96,2,3951.92,889.8,cash
1832,2023-09-23,4165,Customer_4165,North,Furniture,Desk,545.84,1,545.84,106.07,paypal
1833,2024-02-15,1255,Customer_1255,East,Office Supplies,Paper,1647.48,1,1647.48,299.88,cash
1834,2024-03-10,7926,Customer_7926,West,Electronics,Laptop,369.82,1,369.82,79.01,bank_transfer
1835,2023-10-24,4864,Customer_4864,West,Electronics,Smartphone,760.5,1,760.5,153.56,card
1836,2024-09-21,6688,Customer_6688,West,Apparel,Shoes,1886.62,1,1886.62,414.46,cash
1837,2024-12-05,1850,Customer_1850,North,Electronics,Headphones,1982.27,1,1982.27,356.32,card
1838,2023-05-29,9254,Customer_9254,South,Office Supplies,Paper,1682.48,2,3364.96,1037.42,bank_transfer
1839,2024-05-07,2212,Customer_2212,West,Home,Decor,597.29,2,1194.58,199.24,bank_transfer
1840,2023-07-10,4984,Customer_4984,East,Home,Bedding,1356.68,3,4070.04,351.9,paypal
1841,2024-08-22,8839,Customer_8839,South,Electronics,Headphones,925.53,1,925.53,142.63,cash
1842,2023-06-17,3054,Customer_3054,East,Office Supplies,Pen,1158.05,4,4632.2,719.93,card
1843,2024-06-09,2559,Customer_2559,East,Electronics,Headphones,19.9,3,59.7,3.67,paypal
1844,2023-10-12,1010,Customer_1010,Central,Apparel,T-Shirt,405.14,1,405.14,122.33,paypal
1845,2023-05-31,7295,Customer_7295,South,Furniture,Cabinet,750.42,5,3752.1,651.87,bank_transfer
1846,2024-03-04,5162,Customer_5162,Central,Apparel,Jacket,1945.48,1,1945.48,121.27,cash
1847,2024-02-27,7754,Customer_7754,South,Apparel,Jacket,131.43,2,262.86,48.27,bank_transfer
1848,2024-03-03,1780,Customer_1780,East,Home,Bedding,1075.47,1,1075.47,250.01,bank_transfer
1849,2023-01-30,1252,Customer_1252,South,Office Supplies,Paper,1219.33,1,1219.33,279.72,card
1850,2023-02-10,3566,Customer_3566,South,Apparel,T-Shirt,615.94,5,3079.7,466.28,paypal
1851,2023-04-27,9267,Customer_9267,South,Home,Decor,192.55,3,577.65,73.41,bank_transfer
1852,2024-01-22,6986,Customer_6986,Central,Office Supplies,Stapler,1053.49,4,4213.96,506.96,cash
1853,2024-05-06,8430,Customer_8430,Central,Electronics,Headphones,32.07,1,32.07,8.37,paypal
1854,2024-05-01,3277,Customer_3277,South,Furniture,Cabinet,534.65,1,534.65,112.26,card
1855,2023-12-05,6226,Customer_6226,East,Furniture,Desk,280.22,1,280.22,43.92,cash
1856,2023-02-06,9045,Customer_9045,South,Office Supplies,Notepad,1669.96,1,1669.96,416.48,cash
1857,2024-01-13,8444,Customer_8444,South,Office Supplies,Stapler,1122.43,2,2244.86,644.9,bank_transfer
1858,2023-11-15,7475,Customer_7475,Central,Office Supplies,Pen,848.82,1,848.82,159.55,card
1859,2023-01-18,3828,Customer_3828,South,Office Supplies,Paper,230.08,1,230.08,24.59,card
1860,2024-10-30,1385,Customer_1385,North,Office Supplies,Pen,1230.67,1,1230.67,155.6,card
1861,2024-07-07,3266,Customer_3266,North,Furniture,Desk,1358.48,1,1358.48,265.58,paypal
1862,2024-03-19,1447,Customer_1447,South,Home,Decor,1680.62,1,1680.62,582.01,bank_transfer
1863,2023-05-02,6019,Customer_6019,North,Electronics,Laptop,1419.89,2,2839.78,388.3,card
1864,2024-02-26,6498,Customer_6498,South,Home,Cookware,722.33,1,722.33,75.24,card
1865,2024-11-07,1427,Customer_1427,West,Home,Cookware,53.86,3,161.58,18.19,paypal
1866,2023-07-27,7788,Customer_7788,South,Apparel,T-Shirt,1287.41,1,1287.41,160.56,card
1867,2024-06-03,6677,Customer_6677,East,Home,Cookware,609.89,1,609.89,186.25,paypal
1868,2024-02-20,3234,Customer_3234,West,Electronics,Headphones,867.15,4,3468.6,1100.77,cash
1869,2023-05-20,6610,Customer_6610,Central,Home,Cookware,181.26,1,181.26,53.5,paypal
1870,2024-05-10,9182,Customer_9182,Central,Home,Bedding,1156.46,1,1156.46,338.7,cash
1871,2023-08-30,3724,Customer_3724,East,Furniture,Cabinet,530.13,1,530.13,145.44,paypal
1872,2024-09-13,9322,Customer_9322,West,Furniture,Cabinet,1418.94,3,4256.82,1120.27,cash
1873,2024-04-11,7128,Customer_7128,West,Office Supplies,Stapler,1398.46,5,6992.3,1510.4,cash
1874,2023-08-31,7939,Customer_7939,South,Office Supplies,Stapler,1445.74,3,4337.22,449.34,paypal
1875,2023-09-10,1080,Customer_1080,South,Office Supplies,Notepad,565.95,4,2263.8,269.3,cash
1876,2024-04-26,6001,,Central,Furniture,Desk,736.03,1,736.03,204.52,cash
1877,2024-05-28,1805,Customer_1805,East,Home,Decor,522.91,3,1568.73,298.38,paypal
1878,2024-11-12,3264,Customer_3264,North,Office Supplies,Notepad,1330.9,1,1330.9,381.17,paypal
1879,2024-07-24,3040,Customer_3040,West,Apparel,T-Shirt,939.63,2,1879.26,533.61,cash
1880,2024-06-06,4488,Customer_4488,Central,Office Supplies,Notepad,1617.27,1,1617.27,146.93,card
1881,2023-08-29,6658,Customer_6658,East,Home,Cookware,1214.17,2,2428.34,670.76,cash
1882,2024-08-01,4018,Customer_4018,Central,Apparel,Jacket,194.56,3,583.68,174.71,card
1883,2023-03-29,3141,Customer_3141,Central,Office Supplies,Pen,478.96,1,478.96,102.59,bank_transfer
1884,2024-10-25,8007,Customer_8007,South,Office Supplies,Paper,1559.13,1,1559.13,251.67,paypal
1885,2024-04-23,5385,Customer_5385,North,Electronics,Laptop,1311.79,1,1311.79,246.24,cash
1886,2024-07-07,3962,Customer_3962,South,Furniture,Table,398.98,2,797.96,228.7,card
1887,2024-02-16,8632,Customer_8632,Central,Furniture,Table,1185.65,1,1185.65,194.63,card
1888,2024-09-23,4493,Customer_4493,Central,Office Supplies,Notepad,1566.57,2,3133.14,1062.89,card
1889,2024-01-18,1956,Customer_1956,East,Home,Cookware,261.44,2,522.88,54.48,cash
1890,2023-05-12,1528,Customer_1528,Central,Apparel,T-Shirt,1151.76,4,4607.04,1017.07,bank_transfer
1891,2024-05-22,5930,Customer_5930,Central,Apparel,T-Shirt,834.42,1,834.42,126.2,card
1892,2023-06-04,8288,Customer_8288,North,Apparel,Shoes,878.82,3,2636.46,880.2,card
1893,2023-12-23,3532,Customer_3532,West,Furniture,Table,1149.68,1,1149.68,61.49,paypal
1894,2023-11-22,1816,Customer_1816,West,Furniture,Cabinet,449.65,2,899.3,100.01,cash
1895,2024-02-17,4540,Customer_4540,West,Electronics,Smartphone,498.82,4,1995.28,298.74,bank_transfer
1896,2023-07-25,7435,Customer_7435,South,Electronics,Headphones,1078.71,5,5393.55,1685.03,bank_transfer
1897,2023-06-05,8740,Customer_8740,West,Furniture,Table,1231.9,1,1231.9,372.67,cash
1898,2024-12-11,6253,Customer_6253,West,Home,Cookware,704.98,1,704.98,115.81,cash
1899,2024-03-10,3050,Customer_3050,East,Furniture,Desk,51.95,2,103.9,23.82,cash
1900,2023-12-10,8018,Customer_8018,South,Furniture,Chair,393.13,1,393.13,128.58,cash
1901,2023-11-10,5457,Customer_5457,Central,Home,Bedding,524.13,1,524.13,108.99,card
1902,2024-08-17,2175,Customer_2175,North,Office Supplies,Pen,1897.55,1,1897.55,376.01,bank_transfer
1903,2023-11-25,2275,Customer_2275,South,Electronics,Smartphone,1078.62,1,1078.62,184.43,bank_transfer
1904,2024-06-28,4785,Customer_4785,East,Furniture,Chair,1757.46,1,1757.46,540.67,paypal
1905,2024-07-24,7778,Customer_7778,West,Apparel,Shoes,1719.6,3,5158.8,617.95,bank_transfer
1906,2023-11-18,5279,Customer_5279,West,Home,Cookware,889.13,1,889.13,189.52,bank_transfer
1907,2024-05-01,1258,Customer_1258,North,Electronics,Smartphone,884.85,1,884.85,270.85,card
1908,2023-08-02,5363,Customer_5363,West,Apparel,Jacket,361.64,1,361.64,109.23,bank_transfer
1909,2023-11-17,8552,Customer_8552,West,Apparel,Shoes,46.88,1,46.88,6.52,card
1910,2023-04-29,6497,Customer_6497,Central,Electronics,Headphones,1710.68,1,1710.68,441.64,paypal
1911,2023-09-28,2382,Customer_2382,West,Home,Bedding,929.01,3,2787.03,775.71,card
1912,2023-09-03,1870,Customer_1870,East,Apparel,T-Shirt,1982.62,1,1982.62,339.05,card
1913,2024-09-08,7620,Customer_7620,North,Home,Cookware,1272.54,1,1272.54,426.65,cash
1914,2024-10-28,7498,Customer_7498,South,Office Supplies,Pen,949.56,1,949.56,234.02,card
1915,2024-08-21,2726,Customer_2726,North,Electronics,Smartphone,431.52,2,863.04,223.6,paypal
1916,2024-08-07,7693,Customer_7693,North,Home,Decor,871.8,1,871.8,57.21,paypal
1917,2023-05-06,2360,Customer_2360,South,Apparel,Jacket,408.36,2,816.72,55.27,card
1918,2024-05-24,4703,Customer_4703,West,Office Supplies,Pen,1160.0,1,1160.0,77.07,paypal
1919,2024-06-16,6737,Customer_6737,North,Electronics,Smartphone,1271.47,1,1271.47,225.24,card
1920,2023-09-23,9298,Customer_9298,East,Office Supplies,Paper,1769.55,1,1769.55,508.93,paypal
1921,2023-09-14,7653,Customer_7653,Central,Electronics,Smartphone,1438.73,4,5754.92,1794.89,bank_transfer
1922,2024-07-18,5190,Customer_5190,South,Home,Cookware,1687.26,4,6749.04,991.93,cash
1923,2024-01-25,3164,Customer_3164,West,Apparel,Shoes,1626.06,2,3252.12,287.25,card
1924,2023-12-11,4331,Customer_4331,South,Electronics,Smartphone,559.76,1,559.76,104.75,paypal
1925,2023-03-18,7036,Customer_7036,Central,Home,Decor,541.8,1,541.8,52.32,paypal
1926,2023-01-25,3954,Customer_3954,North,Office Supplies,Notepad,1057.85,1,1057.85,139.6,cash
1927,2024-07-24,2884,Customer_2884,East,Office Supplies,Paper,785.24,1,785.24,170.29,paypal
1928,2023-07-19,1147,Customer_1147,North,Home,Bedding,1504.95,5,7524.75,1567.51,cash
1929,2023-03-17,1566,Customer_1566,West,Home,Decor,523.07,4,2092.28,360.18,bank_transfer
1930,2023-09-08,5483,Customer_5483,North,Home,Cookware,1321.75,1,1321.75,147.45,bank_transfer
1931,2024-02-19,4116,Customer_4116,West,Furniture,Chair,634.62,1,634.62,64.62,cash
1932,2024-02-08,2620,Customer_2620,Central,Electronics,Headphones,209.45,1,209.45,26.84,bank_transfer
1933,2023-02-14,9771,Customer_9771,Central,Office Supplies,Notepad,1289.34,1,1289.34,170.12,paypal
1934,2023-05-04,8215,Customer_8215,South,Furniture,Chair,507.96,1,507.96,36.86,cash
1935,2023-08-09,6954,Customer_6954,South,Home,Cookware,664.12,3,1992.36,523.21,bank_transfer
1936,2023-08-28,6907,Customer_6907,Central,Apparel,Jacket,789.33,4,3157.32,1004.71,paypal
1937,2024-11-09,9477,Customer_9477,North,Furniture,Chair,1998.58,4,7994.32,1842.52,bank_transfer
1938,2024-03-06,2093,Customer_2093,Central,Electronics,Smartphone,288.25,1,288.25,51.39,cash
1939,2023-01-06,5717,Customer_5717,East,Office Supplies,Pen,1406.47,1,1406.47,90.59,bank_transfer
1940,2023-05-24,1898,Customer_1898,West,Apparel,Shoes,1510.88,1,1510.88,164.65,card
1941,2023-08-17,7142,Customer_7142,South,Furniture,Desk,405.89,1,405.89,46.3,paypal
1942,2024-12-17,3253,Customer_3253,West,Furniture,Cabinet,1545.93,1,1545.93,167.47,paypal
1943,2023-11-14,4645,Customer_4645,North,Office Supplies,Pen,1733.32,3,5199.96,388.75,bank_transfer
1944,2023-06-03,9111,Customer_9111,North,Apparel,Jacket,1964.98,4,7859.92,1253.07,bank_transfer
1945,2024-06-30,9665,Customer_9665,South,Apparel,Shoes,277.8,1,277.8,58.04,cash
1946,2023-03-31,1639,Customer_1639,East,Apparel,Shoes,931.88,1,931.88,321.94,card
1947,2024-12-11,7309,Customer_7309,West,Electronics,Smartphone,926.37,1,926.37,261.61,cash
1948,2023-04-18,6188,Customer_6188,South,Home,Decor,1259.16,1,1259.16,246.55,card
